OrderNumber,OrderDateTime,CustomerNumber,CustomerName,Address1,Address2,City,Province,OrderTotal,OrderSource,ContactName,ContactEmail,InternalOrder,ScheduledDelivery,ScheduledDeliveryDate
653763,2024-04-09 01:16:56,CUST0236,"Hamilton, Gutierrez and Walsh",48276 Campbell Pike Suite 850,,Phillipschester,NV,4536.28,Online,Rick Deckard,hreynolds@hotmail.com,0,0,
473524,2024-04-23 06:03:15,CUST0229,Hall-Lopez,9837 Tyler Manor,,Vaughnshire,NY,1040.43,SalesRep,Gaff,loganford@smith.org,0,0,
516939,2023-07-16 15:47:05,CUST0119,"Pham, Carlson and Vargas",566 Allen Hill,,North Jeremy,ND,981.11,Email,Zhora,hallmelvin@hotmail.com,0,0,
210874,2024-07-14 06:17:32,CUST0174,"Franklin, Anthony and Kim",81390 Williams Harbors,,Matthewborough,RI,76.74,Email,Roy Batty,sherylharvey@gmail.com,1,1,2024-10-04
927275,2023-05-01 22:12:03,CUST0036,Martin LLC,2379 Brandon Fork,,New Christy,VA,705.59,Online,Zhora,ubray@gmail.com,1,1,2023-08-04
881164,2023-08-17 07:08:10,CUST0067,Anderson-Bennett,051 Camacho Trail,,South Rebeccastad,OK,948.92,Online,Zhora,joshua04@gmail.com,1,0,
280319,2024-12-19 14:38:26,CUST0007,Larson-Williamson,878 Michael Avenue,,Karenfort,OK,166.49,Cash Counter,Pris Stratton,russelldustin@gmail.com,1,1,2025-05-04
507530,2024-08-19 16:48:40,CUST0020,"Jones, Carey and Ramirez",95486 Carpenter Plain Apt. 689,,North Damonstad,OK,4042.55,Online,Rick Deckard,nancyclark@gmail.com,1,1,2024-09-15
711838,2024-09-18 14:43:44,CUST0330,"Collins, Gonzalez and Ray",589 Scott Plaza Suite 643,Apt. 646,Martinezfort,GA,151.55,Email,Zhora,vroberts@lane.com,1,0,
356857,2023-03-23 13:30:13,CUST0410,"Lane, Greene and Collins",7561 Morales Falls Suite 237,Apt. 022,Emilyborough,AR,1694.53,Cash Counter,Bryant,pstrong@yahoo.com,0,0,
899351,2024-12-09 03:13:52,CUST0425,Pena and Sons,973 Cook Drive,Apt. 074,Woodburgh,ME,2697.97,Phone,Bryant,dmccann@green-phillips.info,0,0,
485973,2023-09-13 12:43:39,CUST0420,Weber Group,1837 Fletcher Ville,,Edwardchester,DE,481.1,Phone,Bryant,barrettsarah@hotmail.com,0,0,
372849,2023-12-21 23:21:32,CUST0209,Gonzalez Inc,25071 Scott Parkway,Apt. 815,Rubioberg,AR,695.66,SalesRep,Zhora,morganscott@yahoo.com,1,0,
964981,2023-07-26 01:01:15,CUST0002,Smith-Wilkinson,3650 Davis Dale,,Joyceside,WY,1388.15,Phone,Roy Batty,jasmine23@wright.info,1,0,
537860,2024-09-10 21:24:38,CUST0121,"Davis, Anderson and Hanson",022 Gregory Hill Suite 584,,West Robert,LA,1350.96,Fax,Pris Stratton,branchcharles@yahoo.com,0,1,2025-03-01
617295,2024-01-26 04:18:44,CUST0408,"Mason, Huber and Stone",4407 Donald Ferry Apt. 727,,North Jeanetteborough,ND,2693.49,Cash Counter,Gaff,charleslowe@rodriguez.info,0,1,2024-09-13
938622,2024-04-29 23:09:43,CUST0050,Holmes Group,248 Webb Loaf Suite 129,,Bradleyhaven,WI,3392.44,Fax,Roy Batty,gfloyd@harris-nicholson.com,1,1,2025-03-28
214686,2023-08-03 22:18:14,CUST0050,Holmes Group,248 Webb Loaf Suite 129,,Bradleyhaven,WI,2891.55,Email,Gaff,sierrarobertson@herrera-robertson.com,0,1,2024-05-28
844199,2023-05-24 01:50:23,CUST0497,Medina Ltd,4441 Katherine Tunnel,Suite 600,Hubbardfurt,NC,4086.19,Email,Pris Stratton,bakeramy@yahoo.com,1,1,2024-06-08
199651,2024-09-10 10:54:20,CUST0195,Wyatt-Grant,735 Richardson Pass Suite 509,Suite 627,South Jesus,MS,1226.97,Fax,Bryant,djohnson@hotmail.com,0,1,2025-06-17
238808,2023-09-27 07:00:22,CUST0128,Cox Group,8207 Edwards Parks,,Benjaminshire,CT,3758.23,Email,Gaff,zbeck@gmail.com,1,0,
504026,2024-07-19 20:01:30,CUST0450,Obrien-Duncan,34543 Glover Route,,Lake Theresamouth,MN,2297.58,Online,Pris Stratton,edward03@hotmail.com,0,0,
812596,2024-03-07 18:53:21,CUST0148,"Serrano, Morales and Acevedo",973 Joseph Mill Suite 590,,Haleyside,MS,1956.91,Fax,J.F. Sebastian,karenferguson@young.net,1,0,
805432,2023-12-28 21:34:46,CUST0154,Smith Ltd,89064 Christopher Harbor,,Griffinchester,FL,1327.61,Phone,Roy Batty,nashscott@yahoo.com,1,1,2024-08-06
895703,2023-11-29 06:10:02,CUST0320,Jackson-Mendoza,50245 Conner Coves,,Hoganview,SC,4710.04,Online,Bryant,sarahill@gmail.com,1,0,
452180,2024-07-23 06:23:13,CUST0246,Contreras-Hall,4186 Chapman Summit,,Gabrielborough,AZ,3857.29,Cash Counter,Bryant,gonzalezheather@hotmail.com,0,0,
270548,2024-11-26 11:03:49,CUST0369,"Johnson, Ward and Harmon",3819 Haynes Lock,,Port Christopher,KY,3662.93,Online,Pris Stratton,ajackson@spencer-moore.com,0,1,2024-12-18
530224,2024-08-04 09:59:39,CUST0297,"Phillips, Trevino and Mccarthy",061 Jackson Squares Apt. 642,,East Matthew,LA,4776.12,Cash Counter,Pris Stratton,rodgerselizabeth@yahoo.com,0,0,
760886,2024-08-30 03:22:30,CUST0476,Lang PLC,63627 Santos Parkway,,West Manuel,MA,2008.22,Phone,Rachael,yterry@hotmail.com,0,0,
342789,2023-01-03 22:53:38,CUST0275,"Perez, Spencer and White",0324 Paul Plaza,Apt. 397,Wardbury,AL,3380.06,Online,Rick Deckard,ruizdiane@hotmail.com,1,1,2023-11-13
793525,2023-04-19 03:18:51,CUST0459,"Hardin, Morse and Leon",5610 Alicia Neck,,East Marcus,OR,3038.35,Online,J.F. Sebastian,pollardlaura@kirk.com,1,1,2025-01-23
388868,2023-01-05 13:15:21,CUST0361,Grant Group,78492 Jessica Glens Suite 588,,East Ryan,PA,3114.59,Online,Roy Batty,olsoncarrie@orozco.com,0,1,2025-06-26
990387,2023-03-06 12:11:20,CUST0036,Martin LLC,2379 Brandon Fork,,New Christy,VA,4432.48,Email,Roy Batty,scottmarissa@jenkins.com,0,1,2023-09-11
661692,2023-09-03 14:55:01,CUST0414,Woods Group,102 Chris Pike Suite 705,,West Aaronchester,CA,3284.45,Cash Counter,Pris Stratton,bridget18@jackson.com,0,1,2024-06-08
954275,2024-12-25 20:15:48,CUST0009,Hooper and Sons,5035 Fox Meadow,,Lake Annaside,WA,2469.39,Cash Counter,Rachael,johnsonsusan@hotmail.com,0,0,
607987,2023-10-30 21:23:14,CUST0490,Stone-Bell,67186 Monique Dam,,Port Samanthastad,VA,1978.18,Cash Counter,Roy Batty,cleonard@hamilton.com,0,1,2024-11-20
162332,2024-02-12 04:55:47,CUST0487,Mullen-Morgan,74176 Mcguire Rest Apt. 456,,Richardview,CO,2701.25,Phone,Gaff,heidimooney@pope.info,0,1,2024-04-30
396032,2024-11-25 03:46:22,CUST0438,Willis LLC,58059 Sullivan Mall Apt. 879,Apt. 071,Wademouth,CO,4610.45,Fax,Rachael,bobby91@gmail.com,0,0,
199010,2023-08-13 14:36:31,CUST0088,Morris-Davis,6439 Richard Port Apt. 398,,Diazside,NY,4293.65,Email,Bryant,matthew62@gmail.com,0,0,
209856,2024-06-11 15:36:44,CUST0286,Ryan-Ryan,3689 Beltran Shores Suite 356,,Lake Cory,WI,28.87,Email,Roy Batty,eddie68@myers.com,0,1,2024-09-07
659712,2023-10-23 10:57:07,CUST0172,Crawford and Sons,2988 Christina Springs,,Mcculloughport,MT,1176.23,Online,Gaff,qgonzalez@graves-mcgee.info,0,0,
882607,2024-10-20 07:10:08,CUST0269,Duncan-Fuentes,259 Jeffrey Ferry Suite 769,,Michaelside,NM,2221.82,Online,Gaff,sandovalchristopher@short-garcia.com,0,1,2024-12-19
690252,2023-12-23 09:54:05,CUST0356,Cole LLC,95859 Robert Key,,East Tinaview,VT,384.2,Email,Bryant,xwilliams@yahoo.com,0,0,
850939,2024-02-02 05:58:48,CUST0003,Wright-Yoder,938 Kimberly Rapids,Suite 660,North Christian,OH,3825.8,Cash Counter,Roy Batty,brodriguez@white-ho.com,0,1,2024-07-21
997075,2023-02-07 01:26:01,CUST0219,Hughes Inc,280 Hall Run,Apt. 839,Aguirrebury,NC,1694.32,Cash Counter,Gaff,gabrielle66@gmail.com,0,1,2023-03-31
927035,2023-05-15 03:17:43,CUST0438,Willis LLC,58059 Sullivan Mall Apt. 879,Apt. 071,Wademouth,CO,2437.19,Fax,Zhora,michaelponce@little-james.com,1,0,
819926,2023-12-02 19:43:54,CUST0372,"Li, Pennington and Jimenez",892 Kelly Creek Apt. 753,,Stephanieview,CO,4241.99,Online,Bryant,kingblake@hotmail.com,1,1,2024-02-01
619668,2024-04-19 00:58:30,CUST0038,Torres-Robertson,18710 Rogers Mission Suite 938,,Port Davidburgh,NJ,2106.49,Fax,Zhora,richardweeks@ingram-hammond.com,1,1,2024-09-16
321018,2024-09-21 22:20:08,CUST0065,"Hanson, Rogers and Camacho",2948 Matthew Island,,New Rachelburgh,AL,3036.03,Email,Zhora,whenry@hotmail.com,1,0,
399273,2024-12-06 03:43:26,CUST0365,Graves Inc,81998 Susan Parkways Apt. 729,,West Jameshaven,DC,350.01,SalesRep,Gaff,katie12@yahoo.com,0,0,
416572,2023-07-29 07:43:18,CUST0197,"Weaver, Romero and Hunter",71874 Adam Motorway Suite 937,Apt. 391,Robinsonport,TX,2914.49,Fax,Rachael,tyler18@gmail.com,1,0,
308848,2023-07-25 11:56:54,CUST0480,"Moore, Duffy and Robinson",1689 Barton Dam,,Alvarezview,PA,435.75,Online,Zhora,laura06@yahoo.com,1,0,
972360,2024-08-29 10:40:48,CUST0224,Romero-Arellano,4333 Brady Heights,,Perezhaven,GA,3149.19,Cash Counter,Gaff,fitzgeraldrobert@ford-alexander.com,0,0,
316819,2024-03-11 11:05:28,CUST0398,Grant-Davis,492 Mariah Run Suite 007,,Allenborough,TX,182.69,Fax,Roy Batty,cking@murphy.net,0,0,
286479,2024-01-20 15:28:57,CUST0395,Brown-Davis,05352 Connie Springs,,Lake Richardtown,CT,4470.0,Fax,Zhora,johnfrancis@hotmail.com,0,0,
208952,2024-12-09 02:19:10,CUST0033,Spencer Group,6446 Waters Estate Apt. 813,,Youngstad,AL,2745.56,Email,Rachael,leontimothy@hotmail.com,0,0,
392007,2023-09-18 17:35:30,CUST0307,Hart-Smith,918 Amanda Plaza Suite 901,Apt. 585,East Michaelhaven,MA,3796.88,Phone,Bryant,waltonjason@yahoo.com,0,1,2023-11-13
716942,2024-12-27 03:22:42,CUST0117,"Sampson, Booth and Davis",3812 Abigail Summit Suite 809,,New Colemouth,GA,4146.74,Fax,Roy Batty,gordonashley@jefferson.biz,0,1,2025-03-02
482770,2024-08-03 16:06:02,CUST0089,Mclaughlin-Pearson,787 Jessica Station,,South Stacy,ID,652.18,Email,Roy Batty,kathleen51@sanchez-schneider.com,0,0,
235361,2024-09-07 00:13:52,CUST0498,"Wilkerson, Watson and Dougherty",3803 Jillian Glen,,Baileyport,UT,1638.09,Online,Zhora,ewest@hotmail.com,0,0,
285561,2024-07-27 17:30:06,CUST0022,Higgins-Harrell,14769 Castillo Light Apt. 322,,Andrewland,CT,2500.72,Cash Counter,J.F. Sebastian,nicholascastillo@yahoo.com,0,1,2024-11-29
203322,2023-05-02 14:49:23,CUST0220,Ochoa-Wilson,60783 Zachary Knoll Suite 592,,South Raymondburgh,AR,526.39,Online,Roy Batty,melissa27@yahoo.com,0,0,
230434,2023-07-21 22:20:40,CUST0404,Krueger Group,1774 Santos Circles Suite 755,,Morganport,OK,1201.35,Email,Rick Deckard,kenneth28@yahoo.com,0,1,2023-12-17
698929,2023-08-15 22:57:56,CUST0410,"Lane, Greene and Collins",7561 Morales Falls Suite 237,Apt. 022,Emilyborough,AR,1953.35,Cash Counter,Roy Batty,beltrankaitlyn@gmail.com,1,0,
755374,2023-06-29 03:20:57,CUST0193,Wise-Robles,4146 Frazier Gateway,,Popeburgh,VT,4809.64,SalesRep,Zhora,collinsdaniel@shelton.com,1,0,
241384,2023-09-09 08:37:50,CUST0283,Mathis Ltd,2912 Adrian Mill Suite 802,,Brendaside,CA,3250.75,Phone,J.F. Sebastian,shepardalexander@campbell-morgan.info,0,0,
752035,2024-03-22 13:32:22,CUST0199,Miller-Brock,60354 Conley Centers Apt. 089,,Thomasburgh,IL,1710.17,Online,Zhora,qstevenson@hill.com,0,0,
175232,2023-07-20 11:42:35,CUST0004,"Lynch, Wiggins and Miller",80536 Archer Spurs Apt. 928,,Larsonstad,WA,1474.34,SalesRep,Roy Batty,wesleykelly@gmail.com,1,0,
871343,2024-07-24 11:18:36,CUST0170,Hicks and Sons,07438 Benjamin Pass Suite 401,Suite 027,West Matthew,TN,4834.13,SalesRep,J.F. Sebastian,washingtonmaria@hotmail.com,0,0,
563083,2024-05-01 15:47:18,CUST0329,"Proctor, Camacho and Young",1900 Adams Island Suite 750,,Port Charlesborough,PA,2387.71,Phone,Gaff,williampark@andrews-patterson.com,0,0,
891340,2023-01-16 23:58:21,CUST0260,Stephens-Dalton,84966 Sharp Walk Suite 081,Apt. 374,Lake Maurice,NY,619.31,Email,J.F. Sebastian,zcaldwell@erickson-potts.info,0,1,2024-07-31
504529,2023-03-09 03:05:52,CUST0491,"Wells, Campbell and Clayton",20093 Gonzalez Highway Apt. 937,,East Robin,WI,2414.09,Cash Counter,Rachael,ysmith@nicholson.org,1,0,
857533,2023-05-15 17:29:39,CUST0445,"Jenkins, Hughes and Hall",6585 Alan Shore Apt. 115,,Josephburgh,OK,713.85,Phone,J.F. Sebastian,dukeerin@murphy-moody.com,0,1,2023-12-26
642918,2023-03-31 16:30:16,CUST0346,Padilla PLC,9419 Angie Light,,Port Katelynshire,MA,2157.92,Online,Zhora,huntercook@powell-wagner.com,1,0,
162163,2024-12-08 00:00:51,CUST0208,"Santos, Perkins and Mason",87798 Walton Circle,,Port Parker,WA,2940.03,Online,J.F. Sebastian,dscott@hotmail.com,1,1,2024-12-25
199106,2023-12-23 05:33:13,CUST0057,Willis and Sons,83317 Matthew Curve Suite 394,Suite 948,South Michelle,GA,4201.36,Phone,Rachael,perrysandra@yahoo.com,0,0,
985844,2023-07-31 12:46:54,CUST0290,Scott Inc,7590 Catherine Ridge Suite 696,,Cassandrabury,KY,390.78,Phone,Rachael,cervantescharlene@gmail.com,0,0,
256356,2024-01-21 08:15:03,CUST0268,"Ramos, Mejia and Larsen",584 Erin Station Apt. 766,Apt. 610,Vasquezport,CT,2025.77,Cash Counter,Roy Batty,brandonjones@ray.com,1,0,
964723,2024-11-06 09:29:39,CUST0426,Underwood Group,83494 Rangel Parks Apt. 955,Suite 346,Nathanhaven,MT,1073.02,Cash Counter,Roy Batty,zacharybailey@gmail.com,0,1,2024-12-24
543139,2023-07-31 21:06:03,CUST0456,"Young, Marshall and Booker",68199 Calvin Creek,,South Brandonbury,ID,1139.17,Email,Roy Batty,victoria99@hotmail.com,1,1,2025-06-12
140999,2024-09-22 21:13:06,CUST0415,"Hendrix, Moran and Moran",73382 Cox Fork Apt. 992,,Seanside,AR,2760.02,Online,Gaff,thomasnelson@hotmail.com,1,0,
771773,2023-03-17 00:19:07,CUST0021,Zuniga-Cox,55816 Raymond Trafficway,,Delgadoside,PA,1896.08,SalesRep,Roy Batty,rogerschristopher@huber.com,0,0,
542669,2023-01-19 02:04:51,CUST0167,Peterson PLC,625 Michael Mountain,,Martinezchester,TN,2818.07,Cash Counter,Rick Deckard,zwood@yahoo.com,0,0,
469580,2024-12-20 16:45:09,CUST0321,Powell Group,179 Byrd Neck Suite 766,,East Belindabury,CO,3628.0,Phone,Bryant,jessicalane@stein-craig.info,1,1,2025-06-20
561372,2023-11-22 15:40:18,CUST0431,"Bennett, Sutton and Hanson",377 Mary Alley,,New Lisa,CT,986.39,Cash Counter,Gaff,michelle10@williams.com,0,1,2025-05-03
838566,2023-08-02 08:58:47,CUST0165,Smith PLC,351 Cooper Field,,Ericaburgh,IL,1130.38,Cash Counter,Zhora,middletonann@miller-williams.com,1,1,2024-12-25
936292,2023-03-16 04:43:04,CUST0014,"Lewis, Robinson and Parker",27452 Kevin Ford Suite 825,Suite 922,Sherrichester,NH,3623.4,Phone,Zhora,anna27@adams-williams.com,0,0,
474009,2024-09-05 18:47:17,CUST0024,Gates Ltd,016 Atkins Isle Apt. 197,,West Lauriefort,WV,2166.44,Phone,Roy Batty,yhorton@gmail.com,0,0,
484332,2023-10-19 03:19:46,CUST0376,Gibson-Knox,65607 Patterson Locks,,Charlesmouth,SD,2942.83,Email,Pris Stratton,micheal25@ortega.com,0,1,2024-08-09
908034,2023-04-02 04:54:13,CUST0442,Stevens-Silva,909 Ward Street,,Smithton,WA,4433.6,Cash Counter,Bryant,wongsylvia@hotmail.com,0,1,2025-01-02
644416,2023-02-08 07:23:23,CUST0472,Wood-Chapman,78596 Edward Dam Suite 183,,North Douglasview,FL,4505.79,SalesRep,Rick Deckard,mariasmith@yahoo.com,0,0,
680443,2024-09-22 20:50:29,CUST0433,"Cooper, Klein and Dominguez",97922 Diaz Fort,,Raymondland,NC,3202.14,Phone,Bryant,churcheileen@hotmail.com,1,0,
605097,2023-09-01 21:30:30,CUST0469,Morrison-Reynolds,64882 Mark Summit Apt. 118,Suite 469,Jasonmouth,FL,655.24,SalesRep,Zhora,michelle76@yahoo.com,1,1,2023-09-29
302247,2024-02-12 15:05:06,CUST0420,Weber Group,1837 Fletcher Ville,,Edwardchester,DE,1786.87,SalesRep,Roy Batty,patriciahoward@yahoo.com,1,0,
841832,2023-12-02 12:23:51,CUST0112,"Smith, Brown and Wright",345 Allen Pike,,Woodshire,SD,2906.15,Email,Roy Batty,elizabeth12@armstrong-berg.com,0,0,
743582,2023-12-17 17:40:41,CUST0220,Ochoa-Wilson,60783 Zachary Knoll Suite 592,,South Raymondburgh,AR,4675.48,Online,Zhora,cacevedo@gmail.com,1,1,2025-04-14
170445,2023-05-01 12:04:02,CUST0139,"Rogers, Cooper and White",27414 Nicholas Isle,,Gamblefort,TN,855.21,Cash Counter,Bryant,ptyler@myers-petersen.org,0,0,
491320,2023-03-05 14:53:27,CUST0330,"Collins, Gonzalez and Ray",589 Scott Plaza Suite 643,Apt. 646,Martinezfort,GA,597.62,Online,Zhora,sarah97@hotmail.com,1,1,2023-08-25
211684,2024-12-27 20:01:40,CUST0454,"Conway, Turner and Harrison",5163 Keith Motorway,Suite 545,Lydiachester,SD,534.94,Cash Counter,Rachael,penningtondennis@mccarty-smith.info,0,1,2025-02-23
611915,2024-09-26 08:37:32,CUST0074,Baker-Hernandez,451 Mike Groves,,Pittmanborough,NY,4417.33,Fax,J.F. Sebastian,espinozamitchell@gmail.com,1,1,2025-03-14
592322,2023-04-21 14:59:56,CUST0480,"Moore, Duffy and Robinson",1689 Barton Dam,,Alvarezview,PA,3762.87,SalesRep,Rick Deckard,smithjoseph@hodge.org,1,1,2025-05-01
320922,2023-01-25 11:16:14,CUST0218,Johnson-Hinton,729 Guerra Ports,,Rodneyview,NY,794.22,SalesRep,Gaff,jasonyu@gmail.com,0,0,
679549,2024-05-09 20:54:51,CUST0294,Hutchinson Group,382 Michael Islands,,Port Krystal,SC,1404.5,Email,Rick Deckard,vdixon@hinton.com,1,0,
802034,2024-02-04 14:54:34,CUST0375,Thomas and Sons,38816 Daniel Spur,,East Jennifer,FL,906.1,Fax,Rick Deckard,edwardsluis@gmail.com,1,0,
760427,2023-03-28 23:41:28,CUST0145,Ayers-Whitaker,648 Huffman Knolls,,Lake Rachelton,SC,1962.26,Fax,Rachael,psmith@johnson.com,1,1,2023-08-03
799223,2024-07-31 13:40:21,CUST0439,"Henderson, Long and Yoder",517 Melinda Overpass Apt. 893,,North Benjaminville,ME,4595.58,SalesRep,Zhora,kyle72@dominguez.com,1,1,2025-05-01
269531,2024-11-13 00:35:34,CUST0435,Alvarado Ltd,37811 Nixon Overpass,,Port Thomas,IA,4285.93,Online,Zhora,jamie13@yahoo.com,0,1,2025-03-28
314283,2023-02-20 19:11:18,CUST0051,"Lamb, Miller and Green",321 David Summit Apt. 716,,South Hannah,FL,1533.16,Email,J.F. Sebastian,russellwoodward@yahoo.com,1,0,
958695,2023-04-18 10:15:54,CUST0148,"Serrano, Morales and Acevedo",973 Joseph Mill Suite 590,,Haleyside,MS,2764.19,SalesRep,Roy Batty,kendra31@yahoo.com,0,1,2024-11-07
367433,2023-06-17 15:28:03,CUST0328,"Ali, Velez and Navarro",98383 Davis Lock Suite 444,,South Donna,NC,4132.68,Cash Counter,Rick Deckard,freemanleah@yahoo.com,1,0,
646511,2024-10-16 22:49:58,CUST0174,"Franklin, Anthony and Kim",81390 Williams Harbors,,Matthewborough,RI,4011.34,Email,J.F. Sebastian,crystalcolon@gmail.com,0,0,
112254,2023-11-27 21:45:45,CUST0294,Hutchinson Group,382 Michael Islands,,Port Krystal,SC,2976.16,Online,Zhora,ysanchez@hotmail.com,0,1,2025-04-17
432629,2024-04-27 07:29:07,CUST0458,Kim and Sons,689 Johnson Green Apt. 852,,Sabrinaland,VA,4768.45,Phone,Pris Stratton,lucas05@rodriguez-murray.com,0,0,
928488,2024-04-27 03:00:37,CUST0189,Rios Group,2704 Lester View,,Jordanfurt,KY,1987.36,SalesRep,Bryant,tylerwebb@turner.com,1,0,
777732,2023-02-22 18:14:41,CUST0215,Rogers-Lewis,27238 Blake Motorway Suite 942,,East Susanhaven,MI,4264.32,Fax,Rachael,thomasderek@gill.com,0,0,
736840,2023-10-25 08:06:03,CUST0154,Smith Ltd,89064 Christopher Harbor,,Griffinchester,FL,4604.29,Cash Counter,Rick Deckard,williamslaura@yahoo.com,1,1,2024-04-30
728711,2023-10-13 19:34:13,CUST0335,"Rosario, Aguilar and Cooke",7958 Moss Trail,,Daltonport,MO,2827.75,Cash Counter,Rick Deckard,kzimmerman@mosley-johnson.org,1,0,
253545,2024-11-01 23:37:46,CUST0421,Peterson LLC,564 Stephanie Crescent Suite 898,,Juliemouth,NE,3918.71,Cash Counter,Bryant,joshua13@herman-brown.com,0,1,2024-12-11
530744,2024-08-03 12:04:56,CUST0121,"Davis, Anderson and Hanson",022 Gregory Hill Suite 584,,West Robert,LA,3212.48,SalesRep,Gaff,david02@gmail.com,0,0,
989763,2023-03-21 00:16:24,CUST0091,Hall and Sons,64993 Williams Flat,,East Melinda,FL,3751.27,Online,J.F. Sebastian,patricia40@blankenship.com,1,1,2023-08-12
384053,2024-12-04 08:18:25,CUST0230,"Noble, Deleon and Clark",14576 White Cliff,,Owenschester,CO,1030.55,Online,Rachael,robinsonamanda@tyler.org,1,0,
574383,2024-05-17 01:23:41,CUST0135,"Coffey, Stephens and Gross",262 Meyers Curve,Suite 693,New Deborahstad,KS,3788.17,Phone,Roy Batty,karagillespie@brown.com,1,0,
260786,2023-03-29 10:26:36,CUST0177,Moon PLC,9334 Warren Glen,,Katiechester,MD,2042.69,Fax,Gaff,brettbennett@gmail.com,1,1,2024-01-03
121341,2024-08-18 21:40:16,CUST0257,Wolf-Banks,4741 Victoria Port,,East Christineburgh,MO,2579.99,Email,J.F. Sebastian,thomastran@gmail.com,0,1,2025-01-17
101185,2024-10-13 19:22:46,CUST0051,"Lamb, Miller and Green",321 David Summit Apt. 716,,South Hannah,FL,4370.6,Cash Counter,Rachael,tsmith@booth.com,1,0,
688915,2024-09-17 20:33:59,CUST0198,Hogan and Sons,4621 Hansen Street Suite 004,,Jeremyfort,WI,2658.82,Fax,Roy Batty,melissacarey@hotmail.com,0,1,2025-05-29
969051,2024-01-06 22:57:07,CUST0295,Cooper and Sons,4265 Young Loop Apt. 604,,Lake Erik,AZ,2810.93,Cash Counter,Rachael,gilmoreelaine@gmail.com,1,0,
553799,2023-02-11 22:23:47,CUST0284,Sharp-Murphy,15715 Williams Pine,,Zoeberg,MT,1483.59,Email,Gaff,berrycraig@morris.org,0,0,
441855,2023-08-18 21:50:22,CUST0365,Graves Inc,81998 Susan Parkways Apt. 729,,West Jameshaven,DC,2335.91,Email,Zhora,vanessa41@yahoo.com,1,1,2024-08-15
690041,2023-09-10 21:49:28,CUST0421,Peterson LLC,564 Stephanie Crescent Suite 898,,Juliemouth,NE,3528.92,Cash Counter,J.F. Sebastian,martinanthony@gmail.com,0,0,
140913,2023-08-01 09:02:43,CUST0122,Smith and Sons,48044 Brittany Village Apt. 490,,Mannstad,VT,1806.02,Cash Counter,Rachael,santiagoscott@turner-leonard.biz,1,0,
939769,2023-05-20 21:01:50,CUST0343,Logan-Johnson,68447 Betty Throughway Apt. 465,,East Janet,AK,926.34,Email,Rick Deckard,heidiholland@mcconnell.com,0,1,2024-06-14
143500,2024-01-13 08:20:34,CUST0341,Hendricks Inc,1308 Morgan Ports Suite 354,,Johnsonburgh,MO,4503.49,Fax,Rick Deckard,jtaylor@gmail.com,1,0,
895671,2024-07-01 01:52:34,CUST0258,Smith Inc,57944 David Trail,,South Tracymouth,ID,4255.8,Fax,Zhora,jgarcia@yahoo.com,0,0,
876407,2023-09-15 05:36:53,CUST0436,Carpenter-Davis,308 Joseph Pike,,Saunderschester,WA,2270.84,Online,Roy Batty,carlos49@gmail.com,0,0,
955848,2023-10-11 12:23:08,CUST0086,Wright and Sons,2123 James Harbors,,East Michael,ME,4726.6,Cash Counter,Zhora,dryan@garrett.org,0,0,
190243,2023-04-13 22:12:43,CUST0181,Johnson-Reyes,27250 Morrison Tunnel Apt. 465,,South Brandonborough,AR,2582.85,Fax,J.F. Sebastian,comptonshawna@gmail.com,1,0,
950815,2024-03-08 23:18:29,CUST0445,"Jenkins, Hughes and Hall",6585 Alan Shore Apt. 115,,Josephburgh,OK,4800.41,Online,Rachael,baileysarah@gmail.com,1,1,2024-12-20
191482,2024-03-13 11:30:52,CUST0329,"Proctor, Camacho and Young",1900 Adams Island Suite 750,,Port Charlesborough,PA,4768.24,Online,Zhora,steven39@gmail.com,1,0,
709775,2024-08-26 10:03:49,CUST0150,Allen-Edwards,80273 Hall Forest Apt. 660,,Hickmanfurt,VA,3155.97,Cash Counter,Rachael,sanchezmichael@gmail.com,0,1,2025-01-15
476306,2024-02-16 16:00:48,CUST0305,Gibson PLC,8258 Marshall Prairie Suite 448,,Mendeztown,IA,4754.73,Cash Counter,Gaff,walshjulia@gmail.com,1,0,
969284,2023-02-17 09:37:39,CUST0435,Alvarado Ltd,37811 Nixon Overpass,,Port Thomas,IA,2989.68,SalesRep,J.F. Sebastian,charleshampton@hicks.org,1,1,2023-06-25
677173,2023-10-05 14:43:59,CUST0328,"Ali, Velez and Navarro",98383 Davis Lock Suite 444,,South Donna,NC,754.14,SalesRep,Rick Deckard,andersonbenjamin@white.com,0,0,
323434,2023-06-05 09:31:00,CUST0497,Medina Ltd,4441 Katherine Tunnel,Suite 600,Hubbardfurt,NC,2155.82,Phone,Rachael,epowell@yahoo.com,0,1,2023-12-15
928517,2024-08-07 21:33:02,CUST0335,"Rosario, Aguilar and Cooke",7958 Moss Trail,,Daltonport,MO,4989.8,Email,Rachael,nicholasmcknight@gmail.com,0,1,2024-09-30
622451,2024-12-16 01:00:08,CUST0497,Medina Ltd,4441 Katherine Tunnel,Suite 600,Hubbardfurt,NC,643.16,Phone,Gaff,jpatton@bryant-lowery.info,0,0,
869175,2024-11-03 05:16:45,CUST0445,"Jenkins, Hughes and Hall",6585 Alan Shore Apt. 115,,Josephburgh,OK,1729.62,SalesRep,J.F. Sebastian,matthewlittle@martin-lyons.com,1,1,2025-05-28
